NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;PIT_TIME;CLASS;GROUP;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;IM1a_time;IM1a_elapsed;IM1_time;IM1_elapsed;IM2a_time;IM2a_elapsed;IM2_time;IM2_elapsed;IM3a_time;IM3a_elapsed;FL_time;FL_elapsed
3;1;5;2:31.556;0;;33.428;0;57.977;0;1:00.151;0;130.0;12:51.062;12:27:29.323;0:33.428;0:57.977;1:00.151;205.3;;Am;Legends ;Toyota Gazoo Racing;GF;33.428;57.977;60.151;20.822;20.822;12.606;33.428;22.598;56.026;35.379;1:31.405;29.044;2:00.449;31.107;2:31.556
3;1;6;2:30.691;2;;32.902;0;57.705;0;1:00.084;0;130.7;15:21.753;12:30:00.014;0:32.902;0:57.705;1:00.084;205.3;;Am;Legends ;Toyota Gazoo Racing;GF;32.902;57.705;60.084;20.547;20.547;12.355;32.902;22.329;55.231;35.376;1:30.607;29.066;1:59.673;31.018;2:30.691
3;1;7;2:34.081;0;;33.038;0;58.049;0;1:02.994;0;127.8;17:55.834;12:32:34.095;0:33.038;0:58.049;1:02.994;203.8;;Am;Legends ;Toyota Gazoo Racing;FCY;33.038;58.049;62.994;20.527;20.527;12.511;33.038;22.639;55.677;35.410;1:31.087;30.474;2:01.561;32.52;2:34.081
3;1;8;3:22.817;0;;36.149;0;1:33.155;0;1:13.513;0;97.1;21:18.651;12:35:56.912;0:36.149;1:33.155;1:13.513;77.6;;Am;Legends ;Toyota Gazoo Racing;FCY;36.149;93.155;73.513;22.797;22.797;13.352;36.149;32.390;1:08.539;1:00.765;2:09.304;36.462;2:45.766;37.051;3:22.817
3;1;9;3:18.591;0;;48.903;0;1:17.449;0;1:12.239;0;99.2;24:37.242;12:39:15.503;0:48.903;1:17.449;1:12.239;141.7;;Am;Legends ;Toyota Gazoo Racing;GF;48.903;77.449;72.239;32.155;32.155;16.748;48.903;24.796;1:13.699;52.653;2:06.352;31.445;2:37.797;40.794;3:18.591
3;1;10;2:31.614;0;;33.067;0;57.583;2;1:00.964;0;129.9;27:08.856;12:41:47.117;0:33.067;0:57.583;1:00.964;206.9;;Am;Legends ;Toyota Gazoo Racing;GF;33.067;57.583;60.964;20.597;20.597;12.47;33.067;22.446;55.513;35.137;1:30.650;29.42;2:00.070;31.544;2:31.614
3;1;11;2:34.416;0;;33.393;0;59.196;0;1:01.827;0;127.6;29:43.272;12:44:21.533;0:33.393;0:59.196;1:01.827;202.2;;Am;Legends ;Toyota Gazoo Racing;GF;33.393;59.196;61.827;20.553;20.553;12.84;33.393;23.644;57.037;35.552;1:32.589;30.558;2:03.147;31.269;2:34.416
3;1;12;2:33.712;0;;32.87;2;57.925;0;1:02.917;0;128.2;32:16.984;12:46:55.245;0:32.870;0:57.925;1:02.917;206.1;;Am;Legends ;Toyota Gazoo Racing;FCY;32.87;57.925;62.917;20.365;20.365;12.505;32.87;22.797;55.667;35.128;1:30.795;30.458;2:01.253;32.459;2:33.712
3;1;13;3:27.634;0;;38.861;0;1:31.642;0;1:17.131;0;94.9;35:44.618;12:50:22.879;0:38.861;1:31.642;1:17.131;101.9;;Am;Legends ;Toyota Gazoo Racing;FCY;38.861;91.642;77.131;25.403;25.403;13.458;38.861;31.428;1:10.289;1:00.214;2:10.503;38.024;2:48.527;39.107;3:27.634
3;1;14;3:36.441;0;;49.984;0;1:28.914;0;1:17.543;0;91.0;39:21.059;12:53:59.320;0:49.984;1:28.914;1:17.543;141.4;;Am;Legends ;Toyota Gazoo Racing;GF;49.984;88.914;77.543;34.855;34.855;15.129;49.984;27.721;1:17.705;1:01.193;2:18.898;33.593;2:52.491;43.95;3:36.441
3;1;15;2:31.053;0;;32.967;0;58.148;0;59.938;2;130.4;41:52.112;12:56:30.373;0:32.967;0:58.148;0:59.938;207.7;;Am;Legends ;Toyota Gazoo Racing;GF;32.967;58.148;59.938;20.525;20.525;12.442;32.967;22.495;55.462;35.653;1:31.115;29.084;2:00.199;30.854;2:31.053
3;1;16;2:32.022;0;;32.921;0;57.751;0;1:01.350;0;129.6;44:24.134;12:59:02.395;0:32.921;0:57.751;1:01.350;210.1;;Am;Legends ;Toyota Gazoo Racing;GF;32.921;57.751;61.35;20.351;20.351;12.57;32.921;22.738;55.659;35.013;1:30.672;29.772;2:00.444;31.578;2:32.022
31;1;1;2:41.047;0;;42.218;0;58.457;0;1:00.372;0;122.3;2:41.047;12:17:19.308;0:42.218;0:58.457;1:00.372;196.4;;Am;;Toyota Gazoo Racing;GF;42.218;58.457;60.372;;;;42.218;23.074;1:05.292;35.383;1:40.675;29.311;2:09.986;31.061;2:41.047
31;1;2;2:30.336;0;;33.289;0;57.656;0;59.391;0;131.0;5:11.383;12:19:49.644;0:33.289;0:57.656;0:59.391;203.0;;Am;;Toyota Gazoo Racing;GF;33.289;57.656;59.391;20.783;20.783;12.506;33.289;22.288;55.577;35.368;1:30.945;28.638;1:59.583;30.753;2:30.336
31;1;3;2:31.080;0;;32.713;0;57.962;0;1:00.405;0;130.4;7:42.463;12:22:20.724;0:32.713;0:57.962;1:00.405;202.2;;Am;;Toyota Gazoo Racing;GF;32.713;57.962;60.405;20.3;20.3;12.413;32.713;22.364;55.077;35.598;1:30.675;29.333;2:00.008;31.072;2:31.080
31;1;4;2:30.087;0;;33.092;0;57.699;0;59.296;0;131.2;10:12.550;12:24:50.811;0:33.092;0:57.699;0:59.296;205.3;;Am;;Toyota Gazoo Racing;GF;33.092;57.699;59.296;20.719;20.719;12.373;33.092;22.328;55.420;35.371;1:30.791;28.547;1:59.338;30.749;2:30.087
31;1;5;2:29.487;0;;32.58;2;57.665;0;59.242;0;131.8;12:42.037;12:27:20.298;0:32.580;0:57.665;0:59.242;203.8;;Am;;Toyota Gazoo Racing;GF;32.58;57.665;59.242;20.188;20.188;12.392;32.58;22.511;55.091;35.154;1:30.245;28.583;1:58.828;30.659;2:29.487
31;1;6;2:29.354;2;;32.605;0;57.513;2;59.236;2;131.9;15:11.391;12:29:49.652;0:32.605;0:57.513;0:59.236;202.2;;Am;;Toyota Gazoo Racing;GF;32.605;57.513;59.236;20.235;20.235;12.37;32.605;22.246;54.851;35.267;1:30.118;28.446;1:58.564;30.79;2:29.354
31;1;7;2:33.688;0;;32.589;0;57.949;0;1:03.150;0;128.2;17:45.079;12:32:23.340;0:32.589;0:57.949;1:03.150;202.2;;Am;;Toyota Gazoo Racing;FCY;32.589;57.949;63.15;20.306;20.306;12.283;32.589;22.438;55.027;35.511;1:30.538;28.741;1:59.279;34.409;2:33.688
31;1;8;3:28.334;0;;40.754;0;1:31.065;0;1:16.515;0;94.6;21:13.413;12:35:51.674;0:40.754;1:31.065;1:16.515;87.4;;Am;;Toyota Gazoo Racing;FCY;40.754;91.065;76.515;24.796;24.796;15.958;40.754;31.446;1:12.200;59.619;2:11.819;37.674;2:49.493;38.841;3:28.334
31;1;9;3:20.297;0;;46.591;0;1:18.318;0;1:15.388;0;98.3;24:33.710;12:39:11.971;0:46.591;1:18.318;1:15.388;100.9;;Am;;Toyota Gazoo Racing;GF;46.591;78.318;75.388;30.176;30.176;16.415;46.591;26.638;1:13.229;51.680;2:04.909;32.176;2:37.085;43.212;3:20.297
31;1;10;2:32.734;0;;33.083;0;58.753;0;1:00.898;0;129.0;27:06.444;12:41:44.705;0:33.083;0:58.753;1:00.898;200.7;;Am;;Toyota Gazoo Racing;GF;33.083;58.753;60.898;20.585;20.585;12.498;33.083;22.922;56.005;35.831;1:31.836;29.542;2:01.378;31.356;2:32.734
31;1;11;2:33.387;0;;33.26;0;58.777;0;1:01.350;0;128.4;29:39.831;12:44:18.092;0:33.260;0:58.777;1:01.350;202.2;;Am;;Toyota Gazoo Racing;GF;33.26;58.777;61.35;20.895;20.895;12.365;33.26;22.957;56.217;35.820;1:32.037;30.197;2:02.234;31.153;2:33.387
31;1;12;2:31.696;0;;33.107;0;57.587;0;1:01.002;0;129.9;32:11.527;12:46:49.788;0:33.107;0:57.587;1:01.002;206.1;;Am;;Toyota Gazoo Racing;FCY;33.107;57.587;61.002;20.819;20.819;12.288;33.107;22.382;55.489;35.205;1:30.694;29.043;1:59.737;31.959;2:31.696
31;1;13;3:29.080;0;;40.368;0;1:30.497;0;1:18.215;0;94.2;35:40.607;12:50:18.868;0:40.368;1:30.497;1:18.215;98.7;;Am;;Toyota Gazoo Racing;FCY;40.368;90.497;78.215;26.113;26.113;14.255;40.368;31.225;1:11.593;59.272;2:10.865;38.716;2:49.581;39.499;3:29.080
31;1;14;3:37.188;0;;47.859;0;1:27.496;0;1:21.833;0;90.7;39:17.795;12:53:56.056;0:47.859;1:27.496;1:21.833;126.8;;Am;;Toyota Gazoo Racing;GF;47.859;87.496;81.833;32.297;32.297;15.562;47.859;29.789;1:17.648;57.707;2:15.355;37.191;2:52.546;44.642;3:37.188
31;1;15;2:32.505;0;;33.138;0;57.784;0;1:01.583;0;129.2;41:50.300;12:56:28.561;0:33.138;0:57.784;1:01.583;208.5;;Am;;Toyota Gazoo Racing;GF;33.138;57.784;61.583;20.699;20.699;12.439;33.138;22.544;55.682;35.240;1:30.922;29.942;2:00.864;31.641;2:32.505
31;1;16;2:32.769;0;;32.662;0;58.339;0;1:01.768;0;128.9;44:23.069;12:59:01.330;0:32.662;0:58.339;1:01.768;206.1;;Am;;Toyota Gazoo Racing;GF;32.662;58.339;61.768;20.274;20.274;12.388;32.662;23.069;55.731;35.270;1:31.001;30.152;2:01.153;31.616;2:32.769
31;1;17;2:33.911;0;;33.306;0;1:01.144;0;59.461;0;128.0;46:56.980;13:01:35.241;0:33.306;1:01.144;0:59.461;201.5;;Am;;Toyota Gazoo Racing;FF;33.306;61.144;59.461;20.725;20.725;12.581;33.306;25.110;58.416;36.034;1:34.450;28.513;2:02.963;30.948;2:33.911
41;1;1;2:41.330;0;;41.642;0;58.979;0;1:00.709;0;122.1;2:41.330;12:17:19.591;0:41.642;0:58.979;1:00.709;202.2;;Am;;Toyota Gazoo Racing;GF;41.642;58.979;60.709;;;;41.642;22.883;1:04.525;36.096;1:40.621;29.275;2:09.896;31.434;2:41.330
41;1;2;2:30.497;0;;33.402;0;57.855;0;59.240;0;130.9;5:11.827;12:19:50.088;0:33.402;0:57.855;0:59.240;205.3;;Am;;Toyota Gazoo Racing;GF;33.402;57.855;59.24;20.909;20.909;12.493;33.402;22.618;56.020;35.237;1:31.257;28.505;1:59.762;30.735;2:30.497
41;1;3;2:30.488;0;;32.506;0;57.802;0;1:00.180;0;130.9;7:42.315;12:22:20.576;0:32.506;0:57.802;1:00.180;204.5;;Am;;Toyota Gazoo Racing;GF;32.506;57.802;60.18;20.184;20.184;12.322;32.506;22.714;55.220;35.088;1:30.308;29.034;1:59.342;31.146;2:30.488
41;1;4;2:29.803;0;;32.959;0;57.569;0;59.275;0;131.5;10:12.118;12:24:50.379;0:32.959;0:57.569;0:59.275;202.2;;Am;;Toyota Gazoo Racing;GF;32.959;57.569;59.275;20.677;20.677;12.282;32.959;22.350;55.309;35.219;1:30.528;28.523;1:59.051;30.752;2:29.803
41;1;5;2:28.956;2;;32.415;0;57.642;0;58.899;2;132.2;12:41.074;12:27:19.335;0:32.415;0:57.642;0:58.899;201.5;;Am;;Toyota Gazoo Racing;GF;32.415;57.642;58.899;20.185;20.185;12.23;32.415;22.335;54.750;35.307;1:30.057;28.322;1:58.379;30.577;2:28.956
41;1;6;2:29.013;0;;32.496;0;57.254;2;59.263;0;132.2;15:10.087;12:29:48.348;0:32.496;0:57.254;0:59.263;203.0;;Am;;Toyota Gazoo Racing;GF;32.496;57.254;59.263;20.305;20.305;12.191;32.496;22.246;54.742;35.008;1:29.750;28.586;1:58.336;30.677;2:29.013
41;1;7;2:34.568;0;;32.358;2;57.683;0;1:04.527;0;127.4;17:44.655;12:32:22.916;0:32.358;0:57.683;1:04.527;203.8;;Am;;Toyota Gazoo Racing;FCY;32.358;57.683;64.527;20.191;20.191;12.167;32.358;22.366;54.724;35.317;1:30.041;29.443;1:59.484;35.084;2:34.568
